"C, % \ Ug, V",0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,1.5
0.0,0.70446,0.73394,0.76343,0.80144,0.83945,0.89089,0.94233,0.97116,1.0,0.99312,0.98624,0.93873,0.89122,0.85026,0.80931,0.7828,0.7563,0.73529,0.71429,0.69889,0.68349,0.67071,0.65793,0.64614,0.63434,0.62451,0.61468,0.6055,0.59633,0.58781,0.57929
0.1,0.69974,0.72923,0.75817,0.79626,0.83427,0.88571,0.93665,0.96548,0.99456,0.98909,0.98221,0.9347,0.88813,0.84718,0.80676,0.77932,0.75282,0.73181,0.7109,0.69547,0.68007,0.66729,0.65464,0.64284,0.63105,0.62126,0.61143,0.60225,0.59328,0.58476,0.57633
0.2,0.69503,0.72424,0.75292,0.79104,0.82909,0.88028,0.93097,0.95993,0.98913,0.98436,0.97819,0.93115,0.88505,0.84436,0.80421,0.77631,0.74934,0.72838,0.70752,0.69207,0.67665,0.66394,0.65136,0.63955,0.62775,0.61798,0.60817,0.5991,0.59024,0.58176,0.57338
0.3,0.69031,0.71898,0.74766,0.78578,0.82391,0.8746,0.92529,0.95449,0.98369,0.97892,0.97416,0.92806,0.88196,0.84181,0.80166,0.77376,0.74586,0.725,0.70413,0.68868,0.67323,0.66065,0.64807,0.63627,0.62446,0.61469,0.60492,0.59606,0.58719,0.5788,0.57042
0.4,0.68593,0.71276,0.74143,0.77956,0.81876,0.86894,0.91963,0.949,0.9782,0.97459,0.96983,0.92373,0.8786,0.83901,0.79886,0.77096,0.74222,0.72146,0.7006,0.68515,0.66967,0.65709,0.64502,0.6332,0.62139,0.61162,0.60189,0.59304,0.58418,0.57588,0.5675
0.5,0.68155,0.70745,0.7352,0.77386,0.8136,0.86354,0.91398,0.94343,0.97272,0.96968,0.96549,0.91988,0.87523,0.83593,0.79606,0.76774,0.73859,0.71788,0.69706,0.6816,0.6661,0.65378,0.64197,0.63014,0.61833,0.60858,0.59886,0.59002,0.58116,0.57291,0.56457
0.6,0.67717,0.70307,0.72897,0.76871,0.80845,0.85838,0.90832,0.93778,0.96723,0.9642,0.96116,0.91652,0.87187,0.83256,0.79326,0.7641,0.73495,0.71424,0.69353,0.67804,0.66254,0.65073,0.63892,0.62709,0.61526,0.60554,0.59583,0.58699,0.57815,0.5699,0.56165
0.7,0.67311,0.69901,0.72377,0.76447,0.80421,0.85414,0.90369,0.93315,0.96184,0.95881,0.9569,0.91321,0.86857,0.82926,0.79052,0.76072,0.73156,0.71085,0.69023,0.6747,0.6592,0.64739,0.63596,0.62413,0.61228,0.6026,0.59288,0.5837,0.57486,0.56661,0.55846
0.8,0.66904,0.69437,0.71856,0.75974,0.79996,0.84971,0.89907,0.92814,0.95646,0.95398,0.95263,0.90943,0.86527,0.82624,0.78777,0.75765,0.72817,0.7075,0.68692,0.67137,0.65586,0.64424,0.63301,0.62117,0.60931,0.59963,0.58993,0.58058,0.57157,0.56337,0.55528
0.9,0.66498,0.68917,0.71336,0.75454,0.79572,0.84508,0.89444,0.92276,0.95107,0.94972,0.94837,0.90517,0.86197,0.8235,0.78503,0.7549,0.72478,0.7042,0.68362,0.66807,0.65252,0.64128,0.63005,0.61819,0.60633,0.59665,0.58698,0.57763,0.56828,0.56018,0.55209
1.0,0.66097,0.68384,0.70803,0.74921,0.7915,0.84047,0.88983,0.91743,0.94574,0.94439,0.94423,0.90199,0.85879,0.82032,0.78239,0.75157,0.72145,0.70095,0.68037,0.66482,0.64923,0.63812,0.62689,0.61502,0.60316,0.59352,0.58385,0.57445,0.5651,0.557,0.549
