gas,"C, % \ Ug, V",0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,1.5,Rs/Rs0
ethanol,0.0,0.70446,0.73394,0.76343,0.80144,0.83945,0.89089,0.94233,0.97116,1.0,0.99312,0.98624,0.93873,0.89122,0.85026,0.80931,0.78277,0.75623,0.73526,0.71429,0.69889,0.68349,0.67071,0.65793,0.64614,0.63434,0.62451,0.61468,0.6055,0.59633,0.58781,0.57929,1.0
ethanol,0.1,0.70278,0.73153,0.76102,0.79903,0.8369,0.88783,0.93926,0.9681,0.99693,0.98888,0.982,0.93449,0.8877,0.84786,0.80691,0.78037,0.75362,0.73361,0.71264,0.69642,0.68102,0.66824,0.6551,0.64329,0.63149,0.62166,0.61219,0.60301,0.59384,0.58454,0.57602,0.99693
ethanol,0.2,0.70109,0.72912,0.7586,0.79661,0.83436,0.88476,0.9362,0.96504,0.99386,0.98463,0.97776,0.93024,0.88418,0.84546,0.80451,0.77797,0.75101,0.73197,0.711,0.69394,0.67854,0.66576,0.65227,0.64044,0.62865,0.61882,0.6097,0.60052,0.59135,0.58127,0.57275,0.99386
ethanol,0.3,0.6994,0.72743,0.75618,0.79406,0.83181,0.88221,0.93314,0.96196,0.99079,0.98156,0.97351,0.92673,0.88067,0.84195,0.80211,0.77536,0.7484,0.72936,0.70936,0.6923,0.67606,0.66293,0.64945,0.63762,0.6258,0.61633,0.6072,0.59803,0.58886,0.57878,0.56948,0.99079
ethanol,0.4,0.69772,0.72575,0.75377,0.79152,0.82926,0.87966,0.93007,0.9589,0.98772,0.9785,0.96927,0.92321,0.87715,0.83843,0.79971,0.77275,0.74579,0.72675,0.70771,0.69065,0.67359,0.6601,0.64662,0.63479,0.62296,0.61383,0.60471,0.59554,0.58637,0.57629,0.56621,0.98772
ethanol,0.5,0.69549,0.72262,0.75065,0.78858,0.82633,0.87636,0.92676,0.95558,0.9844,0.97438,0.96516,0.9191,0.87376,0.83668,0.79796,0.771,0.74354,0.72478,0.70574,0.68868,0.67123,0.65714,0.64365,0.63182,0.61998,0.61115,0.60202,0.59286,0.58368,0.5736,0.56342,0.9844
ethanol,0.6,0.69326,0.7195,0.74753,0.78565,0.8234,0.87304,0.92345,0.95228,0.98107,0.97028,0.96105,0.91499,0.87036,0.83493,0.79621,0.76925,0.74128,0.7228,0.70376,0.6867,0.66887,0.65417,0.64068,0.62885,0.61699,0.60846,0.59933,0.59017,0.581,0.57092,0.56064,0.98107
ethanol,0.7,0.69103,0.71728,0.74441,0.78253,0.82046,0.87011,0.92014,0.94895,0.97774,0.96695,0.95694,0.91159,0.86696,0.83154,0.79447,0.767,0.73903,0.72055,0.70179,0.68434,0.66651,0.65181,0.63772,0.62587,0.61401,0.60547,0.59664,0.58748,0.57831,0.56813,0.55786,0.97774
ethanol,0.8,0.6888,0.71504,0.74129,0.77941,0.81753,0.86718,0.91683,0.94562,0.97442,0.96362,0.95283,0.9082,0.86357,0.82814,0.79272,0.76475,0.73678,0.7183,0.69982,0.68198,0.66415,0.64945,0.63475,0.62289,0.61103,0.60249,0.59395,0.58479,0.57563,0.56535,0.55507,0.97442
ethanol,0.9,0.68545,0.71153,0.73778,0.7759,0.81415,0.8638,0.91325,0.94201,0.97081,0.95997,0.94918,0.90455,0.86058,0.82516,0.79082,0.76232,0.73436,0.71588,0.69747,0.67927,0.66144,0.64712,0.63242,0.62056,0.60866,0.59939,0.59085,0.58169,0.57255,0.56212,0.55184,0.97081
ethanol,1.0,0.68211,0.70802,0.73426,0.77238,0.81078,0.86042,0.90968,0.9384,0.9672,0.95632,0.94552,0.90089,0.85759,0.82217,0.78892,0.7599,0.73193,0.71345,0.69512,0.67656,0.65872,0.64478,0.63008,0.61822,0.60628,0.5963,0.58776,0.5786,0.56947,0.55889,0.54861,0.9672
ethanol,1.1,0.67876,0.70468,0.73075,0.76901,0.8074,0.85685,0.9061,0.93482,0.96358,0.95271,0.94187,0.89791,0.85461,0.82027,0.78703,0.758,0.7295,0.7111,0.69277,0.67421,0.65601,0.64207,0.62774,0.61585,0.60391,0.59392,0.58466,0.57552,0.5664,0.55581,0.54538,0.96358
ethanol,1.2,0.67542,0.70133,0.72724,0.76563,0.80402,0.85327,0.90252,0.93125,0.95997,0.9491,0.93822,0.89492,0.85162,0.81838,0.78513,0.7561,0.72708,0.70875,0.69042,0.67186,0.6533,0.63936,0.62541,0.61348,0.60154,0.59155,0.58156,0.57244,0.56332,0.55274,0.54215,0.95997
ethanol,1.3,0.67175,0.69778,0.72369,0.76208,0.80048,0.85061,0.89986,0.92859,0.95733,0.94646,0.93463,0.892,0.8487,0.81545,0.78213,0.75332,0.7243,0.70626,0.68793,0.66937,0.65081,0.63671,0.62277,0.61081,0.59887,0.58888,0.57918,0.57005,0.56093,0.55035,0.5392,0.95733
ethanol,1.4,0.66808,0.69423,0.72014,0.75853,0.79695,0.84795,0.8972,0.92592,0.9547,0.94382,0.93104,0.88907,0.84577,0.81252,0.77912,0.75054,0.72151,0.70378,0.68545,0.66688,0.64832,0.63407,0.62013,0.60815,0.59621,0.58622,0.57679,0.56766,0.55854,0.54796,0.53625,0.9547
ethanol,1.5,0.6644,0.69055,0.71658,0.75499,0.79342,0.84442,0.89454,0.92329,0.95206,0.94023,0.92745,0.88548,0.84284,0.80952,0.77612,0.74754,0.71873,0.70099,0.68296,0.66439,0.64582,0.63158,0.61749,0.6055,0.59354,0.58384,0.5744,0.56528,0.55616,0.54501,0.5333,0.95206
ethanol,1.6,0.66073,0.68688,0.71303,0.75146,0.78988,0.84088,0.89188,0.92065,0.94942,0.93664,0.92386,0.88189,0.83992,0.80652,0.77312,0.74454,0.71595,0.69821,0.68047,0.6619,0.64333,0.62909,0.61485,0.60286,0.59088,0.58145,0.57202,0.56289,0.55377,0.54206,0.53035,0.94942
ethanol,1.7,0.65678,0.68338,0.70953,0.74796,0.78597,0.83802,0.88902,0.91779,0.94657,0.93379,0.92012,0.87882,0.83685,0.80346,0.7705,0.74192,0.71345,0.69541,0.67767,0.65939,0.64082,0.62658,0.61214,0.60014,0.58815,0.57915,0.56972,0.56058,0.55146,0.53975,0.52739,0.94657
ethanol,1.8,0.65282,0.67988,0.70604,0.74446,0.78206,0.83515,0.88615,0.91492,0.94372,0.93094,0.91638,0.87576,0.83379,0.80039,0.76789,0.7393,0.71096,0.6926,0.67486,0.65688,0.63831,0.62407,0.60944,0.5974,0.58542,0.57685,0.56742,0.55828,0.54915,0.53744,0.52444,0.94372
ethanol,1.9,0.64887,0.67593,0.70254,0.74055,0.77815,0.83124,0.88329,0.91207,0.94086,0.92719,0.91263,0.87202,0.83072,0.79777,0.76528,0.73681,0.70846,0.69011,0.67206,0.65408,0.6358,0.62136,0.60673,0.5947,0.58269,0.57412,0.56511,0.55597,0.54684,0.53448,0.52148,0.94086
ethanol,2.0,0.64492,0.67198,0.69904,0.73664,0.77424,0.82733,0.88042,0.90922,0.93801,0.92345,0.90889,0.86827,0.82766,0.79516,0.76266,0.73431,0.70596,0.68761,0.66926,0.65127,0.63329,0.61866,0.60403,0.592,0.57996,0.57138,0.56281,0.55367,0.54453,0.53152,0.51852,0.93801
ethanol,2.1,0.64105,0.66859,0.69565,0.73325,0.77041,0.8235,0.87702,0.90579,0.93459,0.91958,0.90502,0.86441,0.82448,0.79214,0.75964,0.73129,0.70284,0.68487,0.66652,0.64854,0.63115,0.61605,0.60142,0.58939,0.57732,0.56875,0.56006,0.55092,0.54179,0.5288,0.51579,0.93459
ethanol,2.2,0.63718,0.6652,0.69226,0.72987,0.76658,0.81966,0.87363,0.90237,0.93117,0.91572,0.90116,0.86054,0.8213,0.78912,0.75661,0.72826,0.69972,0.68214,0.66378,0.6458,0.629,0.61344,0.59882,0.58678,0.57469,0.56612,0.55731,0.54817,0.53905,0.52607,0.51306,0.93117
ethanol,2.3,0.63331,0.66134,0.68888,0.72603,0.76274,0.81627,0.87024,0.89898,0.92775,0.9123,0.89729,0.85736,0.81813,0.78594,0.75359,0.72514,0.69659,0.67901,0.66105,0.64366,0.62685,0.6113,0.59621,0.58414,0.57206,0.56336,0.55456,0.54543,0.53631,0.52333,0.51034,0.92775
ethanol,2.4,0.62944,0.65746,0.68549,0.7222,0.75891,0.81288,0.86684,0.89559,0.92433,0.90887,0.89342,0.85418,0.81495,0.78276,0.75057,0.72202,0.69347,0.67589,0.65831,0.64151,0.62471,0.60915,0.5936,0.58151,0.56942,0.56062,0.55181,0.54269,0.53357,0.52059,0.50761,0.92433
ethanol,2.5,0.62533,0.65336,0.6819,0.71785,0.75456,0.80852,0.86373,0.89247,0.92122,0.90576,0.8894,0.85086,0.81163,0.77944,0.74789,0.7195,0.69094,0.67336,0.65513,0.63875,0.62196,0.60644,0.59089,0.57878,0.56669,0.55789,0.5482,0.53912,0.53,0.51702,0.50481,0.92122
ethanol,2.6,0.62122,0.64925,0.67831,0.7135,0.7502,0.80417,0.86063,0.88936,0.9181,0.90265,0.88537,0.84754,0.8083,0.77612,0.74521,0.71697,0.68842,0.67084,0.65194,0.636,0.6192,0.60373,0.58818,0.57605,0.56396,0.55515,0.54459,0.53554,0.52642,0.51344,0.50202,0.9181
ethanol,2.7,0.61712,0.64566,0.67472,0.7099,0.74585,0.80106,0.85752,0.88625,0.91499,0.89862,0.88134,0.84352,0.80498,0.77344,0.74254,0.71429,0.6859,0.66766,0.64876,0.63282,0.61644,0.60098,0.58547,0.57334,0.56123,0.55154,0.54098,0.53193,0.52284,0.51064,0.49922,0.91499
ethanol,2.8,0.61301,0.64207,0.67113,0.70632,0.7415,0.79796,0.85441,0.88314,0.91188,0.8946,0.87732,0.83949,0.80166,0.77076,0.73986,0.71162,0.68337,0.66447,0.64558,0.62963,0.61369,0.59822,0.58276,0.57063,0.5585,0.54793,0.53737,0.52832,0.51927,0.50784,0.49642,0.91188
ethanol,2.9,0.60901,0.6384,0.66746,0.70264,0.73738,0.79384,0.85128,0.88001,0.90875,0.89147,0.87381,0.83664,0.79881,0.76791,0.73675,0.70894,0.68069,0.66149,0.6426,0.62665,0.61085,0.59578,0.58032,0.56819,0.55602,0.5453,0.53474,0.52569,0.51664,0.50522,0.49365,0.90875
ethanol,3.0,0.60502,0.63472,0.66378,0.69897,0.73326,0.78972,0.84816,0.87688,0.90562,0.88834,0.87031,0.83379,0.79596,0.76506,0.73364,0.70626,0.67802,0.65851,0.63962,0.62367,0.60802,0.59334,0.57788,0.56575,0.55355,0.54267,0.53211,0.52306,0.51401,0.50259,0.49088,0.90562
ethanol,3.1,0.60102,0.63073,0.66011,0.69485,0.72914,0.78659,0.84504,0.87376,0.90248,0.88483,0.8668,0.83028,0.79311,0.76195,0.73054,0.70315,0.67534,0.65583,0.63663,0.62084,0.60519,0.59051,0.57544,0.56328,0.55108,0.5402,0.52947,0.52043,0.51139,0.49982,0.48812,0.90248
